         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	     Calcite	   d_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	         -99	         -99	      7.1015	     -3.6887	   0.0239134	-4.16334e-17	-3.72241e-15	  7.8315e-03	  5.1655e-02	  5.0206e-01	  4.4430e-01	  6.1641e-08	  7.6412e-02	  3.1575e-03	  2.3491e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	        3600	           1	      6.8202	    -3.35729	     0.02031	 1.06481e-10	 9.56164e-09	  6.0293e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9405e-07	  7.6409e-02	  3.1429e-03	  2.1702e-02	  1.4126e-05	  1.4126e-05	  1.0180e-01	  1.8020e-03	  1.0000e+00	 -4.9693e-09	  1.0000e-01	 -1.6521e-08	  1.0000e-01	 -8.7221e-08	  9.9986e-02	 -1.3923e-05	
           1	        7200	           2	     6.81983	    -3.35661	   0.0203139	 2.06071e-10	 1.85044e-08	  6.0309e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9483e-07	  7.6409e-02	  3.1285e-03	  2.1717e-02	  2.8482e-05	  2.8482e-05	  1.0180e-01	  1.8004e-03	  1.0000e+00	 -9.9290e-09	  1.0000e-01	 -2.9209e-08	  1.0000e-01	 -1.7445e-07	  9.9972e-02	 -2.7843e-05	
           1	       10800	           3	     6.81947	    -3.35592	   0.0203176	 2.06065e-10	 1.85039e-08	  6.0326e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9563e-07	  7.6409e-02	  3.1142e-03	  2.1733e-02	  4.2836e-05	  4.2836e-05	  1.0180e-01	  1.7988e-03	  1.0000e+00	 -1.4879e-08	  1.0000e-01	 -2.9276e-08	  1.0000e-01	 -2.6170e-07	  9.9958e-02	 -4.1761e-05	
           1	       14400	           4	      6.8191	    -3.35524	   0.0203213	 2.06087e-10	 1.85058e-08	  6.0342e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9644e-07	  7.6409e-02	  3.0998e-03	  2.1749e-02	  5.7187e-05	  5.7187e-05	  1.0180e-01	  1.7972e-03	  1.0000e+00	 -1.9822e-08	  1.0000e-01	 -1.8402e-08	  1.0000e-01	 -3.4895e-07	  9.9944e-02	 -5.5677e-05	
           1	       18000	           5	     6.81873	    -3.35455	   0.0203248	  4.9595e-12	 4.45343e-10	  6.0358e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9725e-07	  7.6409e-02	  3.0855e-03	  2.1764e-02	  7.1537e-05	  7.1537e-05	  1.0180e-01	  1.7956e-03	  1.0000e+00	 -2.4755e-08	  1.0000e-01	  3.6731e-09	  1.0000e-01	 -4.3622e-07	  9.9930e-02	 -6.9591e-05	
           1	       21600	           6	     6.81837	    -3.35387	   0.0203283	 3.37832e-12	 3.03358e-10	  6.0373e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9808e-07	  7.6409e-02	  3.0711e-03	  2.1780e-02	  8.5884e-05	  8.5884e-05	  1.0179e-01	  1.7940e-03	  1.0000e+00	 -2.9682e-08	  1.0000e-01	  4.0532e-08	  9.9999e-02	 -5.2350e-07	  9.9916e-02	 -8.3503e-05	
           1	       25200	           7	     6.81801	    -3.35318	   0.0203317	  9.5955e-11	 8.61634e-09	  6.0389e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9892e-07	  7.6409e-02	  3.0568e-03	  2.1795e-02	  1.0023e-04	  1.0023e-04	  1.0179e-01	  1.7924e-03	  1.0000e+00	 -3.4604e-08	  1.0000e-01	  9.0488e-08	  9.9999e-02	 -6.1079e-07	  9.9903e-02	 -9.7412e-05	
           1	       28800	           8	     6.81765	     -3.3525	    0.020335	-1.81014e-13	-1.62542e-11	  6.0405e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  2.9977e-07	  7.6409e-02	  3.0424e-03	  2.1810e-02	  1.1457e-04	  1.1457e-04	  1.0179e-01	  1.7909e-03	  1.0000e+00	 -3.9520e-08	  1.0000e-01	  1.4827e-07	  9.9999e-02	 -6.9809e-07	  9.9889e-02	 -1.1132e-04	
           1	       32400	           9	     6.81728	    -3.35181	   0.0203383	-4.86018e-13	-4.36421e-11	  6.0421e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0063e-07	  7.6409e-02	  3.0281e-03	  2.1826e-02	  1.2891e-04	  1.2891e-04	  1.0179e-01	  1.7893e-03	  1.0000e+00	 -4.4428e-08	  1.0000e-01	  2.1269e-07	  9.9999e-02	 -7.8540e-07	  9.9875e-02	 -1.2522e-04	
           1	       36000	          10	     6.81692	    -3.35112	   0.0203417	-2.04736e-13	-1.83843e-11	  6.0436e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0150e-07	  7.6409e-02	  3.0138e-03	  2.1841e-02	  1.4325e-04	  1.4325e-04	  1.0179e-01	  1.7877e-03	  1.0000e+00	 -4.9331e-08	  1.0000e-01	  2.5586e-07	  9.9999e-02	 -8.7273e-07	  9.9861e-02	 -1.3913e-04	
           1	       39600	          11	     6.81656	    -3.35044	   0.0203452	-1.66749e-13	-1.49732e-11	  6.0452e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0238e-07	  7.6409e-02	  2.9994e-03	  2.1857e-02	  1.5759e-04	  1.5759e-04	  1.0179e-01	  1.7861e-03	  1.0000e+00	 -5.4229e-08	  1.0000e-01	  2.9986e-07	  9.9999e-02	 -9.6006e-07	  9.9847e-02	 -1.5303e-04	
           1	       43200	          12	      6.8162	    -3.34974	   0.0203487	-1.62731e-13	-1.46124e-11	  6.0468e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0328e-07	  7.6409e-02	  2.9851e-03	  2.1872e-02	  1.7192e-04	  1.7192e-04	  1.0178e-01	  1.7845e-03	  1.0000e+00	 -5.9117e-08	  1.0000e-01	  3.3699e-07	  9.9999e-02	 -1.0474e-06	  9.9833e-02	 -1.6692e-04	
           1	       46800	          13	     6.81583	    -3.34905	   0.0203521	-1.62641e-13	-1.46043e-11	  6.0484e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0419e-07	  7.6409e-02	  2.9708e-03	  2.1888e-02	  1.8625e-04	  1.8625e-04	  1.0178e-01	  1.7829e-03	  1.0000e+00	 -6.4000e-08	  1.0000e-01	  3.7635e-07	  9.9999e-02	 -1.1348e-06	  9.9819e-02	 -1.8082e-04	
           1	       50400	          14	     6.81547	    -3.34836	   0.0203556	-1.62292e-13	 -1.4573e-11	  6.0500e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0511e-07	  7.6409e-02	  2.9564e-03	  2.1903e-02	  2.0058e-04	  2.0058e-04	  1.0178e-01	  1.7813e-03	  1.0000e+00	 -6.8877e-08	  1.0000e-01	  4.1742e-07	  9.9999e-02	 -1.2221e-06	  9.9805e-02	 -1.9471e-04	
           1	       54000	          15	     6.81511	    -3.34767	   0.0203591	-1.62424e-13	-1.45848e-11	  6.0516e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0604e-07	  7.6409e-02	  2.9421e-03	  2.1919e-02	  2.1491e-04	  2.1491e-04	  1.0178e-01	  1.7797e-03	  1.0000e+00	 -7.3749e-08	  1.0000e-01	  4.5982e-07	  9.9999e-02	 -1.3095e-06	  9.9791e-02	 -2.0860e-04	
           1	       57600	          16	     6.81475	    -3.34697	   0.0203625	-1.62544e-13	-1.45956e-11	  6.0532e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0699e-07	  7.6409e-02	  2.9278e-03	  2.1934e-02	  2.2923e-04	  2.2923e-04	  1.0178e-01	  1.7781e-03	  1.0000e+00	 -7.8615e-08	  1.0000e-01	  5.0326e-07	  9.9999e-02	 -1.3969e-06	  9.9778e-02	 -2.2249e-04	
           1	       61200	          17	     6.81438	    -3.34628	   0.0203661	-1.62521e-13	-1.45934e-11	  6.0548e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0795e-07	  7.6409e-02	  2.9135e-03	  2.1950e-02	  2.4356e-04	  2.4356e-04	  1.0178e-01	  1.7765e-03	  1.0000e+00	 -8.3464e-08	  1.0000e-01	  5.3559e-07	  9.9999e-02	 -1.4843e-06	  9.9764e-02	 -2.3638e-04	
           1	       64800	          18	     6.81402	    -3.34558	   0.0203696	-1.62193e-13	-1.45639e-11	  6.0564e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0892e-07	  7.6409e-02	  2.8992e-03	  2.1965e-02	  2.5788e-04	  2.5788e-04	  1.0177e-01	  1.7749e-03	  1.0000e+00	 -8.8305e-08	  1.0000e-01	  5.6752e-07	  9.9998e-02	 -1.5717e-06	  9.9750e-02	 -2.5026e-04	
           1	       68400	          19	     6.81366	    -3.34488	   0.0203732	-1.62481e-13	-1.45897e-11	  6.0580e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.0991e-07	  7.6409e-02	  2.8848e-03	  2.1981e-02	  2.7219e-04	  2.7219e-04	  1.0177e-01	  1.7733e-03	  1.0000e+00	 -9.3138e-08	  1.0000e-01	  5.9948e-07	  9.9998e-02	 -1.6592e-06	  9.9736e-02	 -2.6415e-04	
           1	       72000	          20	      6.8133	    -3.34418	   0.0203767	-1.90578e-12	-1.71127e-10	  6.0596e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1091e-07	  7.6409e-02	  2.8705e-03	  2.1996e-02	  2.8651e-04	  2.8651e-04	  1.0177e-01	  1.7717e-03	  1.0000e+00	 -9.7964e-08	  1.0000e-01	  6.3106e-07	  9.9998e-02	 -1.7466e-06	  9.9722e-02	 -2.7803e-04	
           1	       75600	          21	     6.81294	    -3.34348	   0.0203803	-2.68863e-13	-2.41421e-11	  6.0613e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1192e-07	  7.6409e-02	  2.8562e-03	  2.2012e-02	  3.0082e-04	  3.0082e-04	  1.0177e-01	  1.7701e-03	  1.0000e+00	 -1.0278e-07	  1.0000e-01	  6.6265e-07	  9.9998e-02	 -1.8341e-06	  9.9708e-02	 -2.9190e-04	
           1	       79200	          22	     6.81257	    -3.34278	   0.0203839	-1.64311e-13	 -1.4754e-11	  6.0629e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1295e-07	  7.6409e-02	  2.8419e-03	  2.2027e-02	  3.1514e-04	  3.1514e-04	  1.0177e-01	  1.7685e-03	  1.0000e+00	 -1.0759e-07	  1.0000e-01	  6.9424e-07	  9.9998e-02	 -1.9215e-06	  9.9694e-02	 -3.0578e-04	
           1	       82800	          23	     6.81221	    -3.34208	   0.0203874	-1.62053e-13	-1.45512e-11	  6.0645e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1399e-07	  7.6409e-02	  2.8276e-03	  2.2043e-02	  3.2945e-04	  3.2945e-04	  1.0177e-01	  1.7669e-03	  1.0000e+00	 -1.1240e-07	  1.0000e-01	  7.2583e-07	  9.9998e-02	 -2.0090e-06	  9.9680e-02	 -3.1965e-04	
           1	       86400	          24	     6.81185	    -3.34137	    0.020391	-1.61872e-13	 -1.4535e-11	  6.0661e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1504e-07	  7.6409e-02	  2.8133e-03	  2.2058e-02	  3.4375e-04	  3.4375e-04	  1.0177e-01	  1.7652e-03	  1.0000e+00	 -1.1719e-07	  1.0000e-01	  7.5742e-07	  9.9998e-02	 -2.0965e-06	  9.9666e-02	 -3.3352e-04	
           1	       90000	          25	     6.81149	    -3.34067	   0.0203946	-1.46624e-13	-1.31658e-11	  6.0677e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1611e-07	  7.6409e-02	  2.7990e-03	  2.2074e-02	  3.5806e-04	  3.5806e-04	  1.0176e-01	  1.7636e-03	  1.0000e+00	 -1.2198e-07	  1.0000e-01	  7.8902e-07	  9.9998e-02	 -2.1840e-06	  9.9653e-02	 -3.4739e-04	
           1	       93600	          26	     6.81113	    -3.33996	   0.0203982	 2.38927e-13	 2.14539e-11	  6.0693e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1720e-07	  7.6409e-02	  2.7847e-03	  2.2089e-02	  3.7236e-04	  3.7236e-04	  1.0176e-01	  1.7620e-03	  1.0000e+00	 -1.2676e-07	  1.0000e-01	  8.2062e-07	  9.9998e-02	 -2.2715e-06	  9.9639e-02	 -3.6126e-04	
           1	       97200	          27	     6.81077	    -3.33925	   0.0204018	 7.49085e-12	 6.72622e-10	  6.0710e-03	  5.1654e-02	  5.0205e-01	  4.4429e-01	  3.1830e-07	  7.6409e-02	  2.7704e-03	  2.2105e-02	  3.8666e-04	  3.8666e-04	  1.0176e-01	  1.7604e-03	  1.0000e+00	 -1.3154e-07	  1.0000e-01	  8.5222e-07	  9.9998e-02	 -2.3590e-06	  9.9625e-02	 -3.7512e-04	
           1	      100800	          28	     6.81041	    -3.33854	   0.0204053	 1.13727e-10	 1.02118e-08	  6.0726e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.1941e-07	  7.6409e-02	  2.7561e-03	  2.2120e-02	  4.0096e-04	  4.0096e-04	  1.0176e-01	  1.7587e-03	  1.0000e+00	 -1.3630e-07	  1.0000e-01	  8.8383e-07	  9.9998e-02	 -2.4465e-06	  9.9611e-02	 -3.8898e-04	
           1	      104400	          29	     6.81005	    -3.33783	   0.0204089	 1.31698e-09	 1.18254e-07	  6.0742e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2054e-07	  7.6409e-02	  2.7418e-03	  2.2136e-02	  4.1525e-04	  4.1525e-04	  1.0176e-01	  1.7571e-03	  1.0000e+00	 -1.4106e-07	  1.0000e-01	  9.1544e-07	  9.9997e-02	 -2.5341e-06	  9.9597e-02	 -4.0284e-04	
           1	      108000	          30	     6.80969	    -3.33712	   0.0204125	 -1.6203e-13	 -1.4549e-11	  6.0758e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2169e-07	  7.6409e-02	  2.7275e-03	  2.2151e-02	  4.2955e-04	  4.2955e-04	  1.0176e-01	  1.7555e-03	  1.0000e+00	 -1.4581e-07	  1.0000e-01	  9.4705e-07	  9.9997e-02	 -2.6216e-06	  9.9583e-02	 -4.1670e-04	
           1	      111600	          31	     6.80933	    -3.33641	   0.0204161	-1.48547e-13	-1.33383e-11	  6.0775e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2285e-07	  7.6409e-02	  2.7132e-03	  2.2167e-02	  4.4384e-04	  4.4384e-04	  1.0175e-01	  1.7539e-03	  1.0000e+00	 -1.5056e-07	  1.0000e-01	  9.7867e-07	  9.9997e-02	 -2.7092e-06	  9.9569e-02	 -4.3055e-04	
           1	      115200	          32	     6.80897	     -3.3357	   0.0204197	 1.91238e-13	 1.71716e-11	  6.0791e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2403e-07	  7.6409e-02	  2.6989e-03	  2.2182e-02	  4.5813e-04	  4.5813e-04	  1.0175e-01	  1.7522e-03	  1.0000e+00	 -1.5529e-07	  1.0000e-01	  1.0103e-06	  9.9997e-02	 -2.7968e-06	  9.9556e-02	 -4.4441e-04	
           1	      118800	          33	     6.80861	    -3.33498	   0.0204233	 1.08266e-12	  9.7214e-11	  6.0807e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2523e-07	  7.6409e-02	  2.6847e-03	  2.2198e-02	  4.7241e-04	  4.7241e-04	  1.0175e-01	  1.7506e-03	  1.0000e+00	 -1.6002e-07	  1.0000e-01	  1.0419e-06	  9.9997e-02	 -2.8844e-06	  9.9542e-02	 -4.5826e-04	
           1	      122400	          34	     6.80825	    -3.33426	   0.0204269	 7.24942e-13	 6.50934e-11	  6.0824e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2644e-07	  7.6409e-02	  2.6704e-03	  2.2213e-02	  4.8670e-04	  4.8670e-04	  1.0175e-01	  1.7490e-03	  1.0000e+00	 -1.6474e-07	  1.0000e-01	  1.0735e-06	  9.9997e-02	 -2.9720e-06	  9.9528e-02	 -4.7210e-04	
           1	      126000	          35	     6.80789	    -3.33355	   0.0204305	 4.77751e-13	 4.28978e-11	  6.0840e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2767e-07	  7.6409e-02	  2.6561e-03	  2.2229e-02	  5.0098e-04	  5.0098e-04	  1.0175e-01	  1.7473e-03	  1.0000e+00	 -1.6945e-07	  1.0000e-01	  1.1052e-06	  9.9997e-02	 -3.0596e-06	  9.9514e-02	 -4.8595e-04	
           1	      129600	          36	     6.80753	    -3.33283	   0.0204342	  3.0467e-13	 2.73566e-11	  6.0856e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.2891e-07	  7.6409e-02	  2.6418e-03	  2.2244e-02	  5.1526e-04	  5.1526e-04	  1.0175e-01	  1.7457e-03	  1.0000e+00	 -1.7416e-07	  1.0000e-01	  1.1368e-06	  9.9997e-02	 -3.1472e-06	  9.9500e-02	 -4.9979e-04	
           1	      133200	          37	     6.80717	    -3.33211	   0.0204378	 1.82388e-13	 1.63767e-11	  6.0873e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3018e-07	  7.6409e-02	  2.6275e-03	  2.2260e-02	  5.2954e-04	  5.2954e-04	  1.0174e-01	  1.7440e-03	  1.0000e+00	 -1.7886e-07	  1.0000e-01	  1.1684e-06	  9.9997e-02	 -3.2348e-06	  9.9486e-02	 -5.1363e-04	
           1	      136800	          38	     6.80681	    -3.33139	   0.0204414	 9.50207e-14	 8.53196e-12	  6.0889e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3146e-07	  7.6409e-02	  2.6133e-03	  2.2275e-02	  5.4381e-04	  5.4381e-04	  1.0174e-01	  1.7424e-03	  1.0000e+00	 -1.8355e-07	  1.0000e-01	  1.2001e-06	  9.9997e-02	 -3.3225e-06	  9.9473e-02	 -5.2747e-04	
           1	      140400	          39	     6.80645	    -3.33066	    0.020445	 3.15272e-14	 2.83084e-12	  6.0906e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3276e-07	  7.6409e-02	  2.5990e-03	  2.2290e-02	  5.5809e-04	  5.5809e-04	  1.0174e-01	  1.7408e-03	  1.0000e+00	 -1.8823e-07	  1.0000e-01	  1.2317e-06	  9.9997e-02	 -3.4101e-06	  9.9459e-02	 -5.4131e-04	
           1	      144000	          40	     6.80609	    -3.32994	   0.0204486	 -1.4943e-14	-1.34173e-12	  6.0922e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3408e-07	  7.6409e-02	  2.5847e-03	  2.2306e-02	  5.7236e-04	  5.7236e-04	  1.0174e-01	  1.7391e-03	  1.0000e+00	 -1.9291e-07	  1.0000e-01	  1.2633e-06	  9.9997e-02	 -3.4978e-06	  9.9445e-02	 -5.5514e-04	
           1	      147600	          41	     6.80573	    -3.32921	   0.0204523	-4.88947e-14	-4.39025e-12	  6.0939e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3541e-07	  7.6409e-02	  2.5705e-03	  2.2321e-02	  5.8663e-04	  5.8663e-04	  1.0174e-01	  1.7375e-03	  1.0000e+00	 -1.9758e-07	  1.0000e-01	  1.2950e-06	  9.9996e-02	 -3.5855e-06	  9.9431e-02	 -5.6897e-04	
           1	      151200	          42	     6.80537	    -3.32848	   0.0204559	-7.45414e-14	-6.69306e-12	  6.0955e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3677e-07	  7.6409e-02	  2.5562e-03	  2.2337e-02	  6.0089e-04	  6.0089e-04	  1.0174e-01	  1.7358e-03	  1.0000e+00	 -2.0224e-07	  1.0000e-01	  1.3266e-06	  9.9996e-02	 -3.6732e-06	  9.9417e-02	 -5.8280e-04	
           1	      154800	          43	     6.80502	    -3.32775	   0.0204595	-9.41399e-14	 -8.4528e-12	  6.0971e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3815e-07	  7.6409e-02	  2.5419e-03	  2.2352e-02	  6.1516e-04	  6.1516e-04	  1.0173e-01	  1.7342e-03	  1.0000e+00	 -2.0689e-07	  1.0000e-01	  1.3583e-06	  9.9996e-02	 -3.7609e-06	  9.9403e-02	 -5.9663e-04	
           1	      158400	          44	     6.80466	    -3.32702	   0.0204632	 -1.0806e-13	-9.70262e-12	  6.0988e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.3954e-07	  7.6409e-02	  2.5277e-03	  2.2368e-02	  6.2942e-04	  6.2942e-04	  1.0173e-01	  1.7325e-03	  1.0000e+00	 -2.1154e-07	  1.0000e-01	  1.3899e-06	  9.9996e-02	 -3.8486e-06	  9.9390e-02	 -6.1045e-04	
           1	      162000	          45	      6.8043	    -3.32629	   0.0204668	-1.19418e-13	-1.07224e-11	  6.1004e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4096e-07	  7.6409e-02	  2.5134e-03	  2.2383e-02	  6.4368e-04	  6.4368e-04	  1.0173e-01	  1.7309e-03	  1.0000e+00	 -2.1617e-07	  1.0000e-01	  1.4216e-06	  9.9996e-02	 -3.9363e-06	  9.9376e-02	 -6.2427e-04	
           1	      165600	          46	     6.80394	    -3.32556	   0.0204704	-1.27959e-13	-1.14893e-11	  6.1021e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4239e-07	  7.6409e-02	  2.4992e-03	  2.2399e-02	  6.5793e-04	  6.5793e-04	  1.0173e-01	  1.7292e-03	  1.0000e+00	 -2.2081e-07	  1.0000e-01	  1.4533e-06	  9.9996e-02	 -4.0240e-06	  9.9362e-02	 -6.3809e-04	
           1	      169200	          47	     6.80358	    -3.32482	   0.0204741	-1.34511e-13	-1.20776e-11	  6.1038e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4385e-07	  7.6409e-02	  2.4849e-03	  2.2414e-02	  6.7219e-04	  6.7219e-04	  1.0173e-01	  1.7276e-03	  1.0000e+00	 -2.2543e-07	  1.0000e-01	  1.4849e-06	  9.9996e-02	 -4.1118e-06	  9.9348e-02	 -6.5191e-04	
           1	      172800	          48	     6.80323	    -3.32409	   0.0204777	-1.39776e-13	-1.25503e-11	  6.1054e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4533e-07	  7.6409e-02	  2.4707e-03	  2.2430e-02	  6.8644e-04	  6.8644e-04	  1.0173e-01	  1.7259e-03	  1.0000e+00	 -2.3005e-07	  1.0000e-01	  1.5166e-06	  9.9996e-02	 -4.1995e-06	  9.9334e-02	 -6.6573e-04	
           1	      176400	          49	     6.80287	    -3.32335	   0.0204814	-1.43346e-13	-1.28708e-11	  6.1071e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4683e-07	  7.6409e-02	  2.4564e-03	  2.2445e-02	  7.0069e-04	  7.0069e-04	  1.0172e-01	  1.7243e-03	  1.0000e+00	 -2.3465e-07	  1.0000e-01	  1.5483e-06	  9.9996e-02	 -4.2873e-06	  9.9320e-02	 -6.7954e-04	
           1	      180000	          50	     6.80251	    -3.32261	    0.020485	-1.46909e-13	-1.31908e-11	  6.1087e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4835e-07	  7.6409e-02	  2.4422e-03	  2.2461e-02	  7.1494e-04	  7.1494e-04	  1.0172e-01	  1.7226e-03	  1.0000e+00	 -2.3925e-07	  1.0000e-01	  1.5799e-06	  9.9996e-02	 -4.3751e-06	  9.9307e-02	 -6.9335e-04	
           1	      183600	          51	     6.80215	    -3.32187	   0.0204887	-1.49448e-13	-1.34187e-11	  6.1104e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4989e-07	  7.6409e-02	  2.4279e-03	  2.2476e-02	  7.2918e-04	  7.2918e-04	  1.0172e-01	  1.7209e-03	  1.0000e+00	 -2.4385e-07	  1.0000e-01	  1.6116e-06	  9.9996e-02	 -4.4629e-06	  9.9293e-02	 -7.0715e-04	
           1	      187200	          52	      6.8018	    -3.32113	   0.0204924	-1.51802e-13	-1.36301e-11	  6.1120e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5146e-07	  7.6409e-02	  2.4137e-03	  2.2492e-02	  7.4342e-04	  7.4342e-04	  1.0172e-01	  1.7193e-03	  1.0000e+00	 -2.4843e-07	  1.0000e-01	  1.6433e-06	  9.9995e-02	 -4.5507e-06	  9.9279e-02	 -7.2096e-04	
           1	      190800	          53	     6.80144	    -3.32038	    0.020496	-1.53094e-13	 -1.3746e-11	  6.1137e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5305e-07	  7.6409e-02	  2.3994e-03	  2.2507e-02	  7.5766e-04	  7.5766e-04	  1.0172e-01	  1.7176e-03	  1.0000e+00	 -2.5301e-07	  1.0000e-01	  1.6750e-06	  9.9995e-02	 -4.6385e-06	  9.9265e-02	 -7.3476e-04	
           1	      194400	          54	     6.80108	    -3.31963	   0.0204997	-1.54996e-13	-1.39167e-11	  6.1154e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5466e-07	  7.6409e-02	  2.3852e-03	  2.2523e-02	  7.7190e-04	  7.7190e-04	  1.0172e-01	  1.7160e-03	  1.0000e+00	 -2.5759e-07	  1.0000e-01	  1.7067e-06	  9.9995e-02	 -4.7263e-06	  9.9251e-02	 -7.4856e-04	
           1	      198000	          55	     6.80073	    -3.31889	   0.0205034	-1.55699e-13	-1.39799e-11	  6.1170e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5630e-07	  7.6409e-02	  2.3710e-03	  2.2538e-02	  7.8614e-04	  7.8614e-04	  1.0171e-01	  1.7143e-03	  1.0000e+00	 -2.6215e-07	  1.0000e-01	  1.7383e-06	  9.9995e-02	 -4.8142e-06	  9.9238e-02	 -7.6236e-04	
           1	      201600	          56	     6.80046	    -3.31824	   0.0204964	 2.66373e-14	  2.3917e-12	  6.1176e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5786e-07	  7.6409e-02	  2.3568e-03	  2.2552e-02	  8.0030e-04	  8.0030e-04	  1.0171e-01	  1.7137e-03	  1.0000e+00	 -2.6787e-07	  1.0000e-01	  3.1633e-06	  9.9995e-02	 -4.9020e-06	  9.9224e-02	 -7.7608e-04	
           1	      205200	          57	      6.8001	    -3.31749	   0.0205001	 2.74572e-14	 2.46531e-12	  6.1193e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5955e-07	  7.6409e-02	  2.3426e-03	  2.2568e-02	  8.1452e-04	  8.1452e-04	  1.0171e-01	  1.7121e-03	  1.0000e+00	 -2.7249e-07	  1.0000e-01	  3.1961e-06	  9.9995e-02	 -4.9898e-06	  9.9210e-02	 -7.8987e-04	
           1	      208800	          58	     6.79975	    -3.31674	   0.0205038	-1.45359e-13	-1.30514e-11	  6.1209e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.6126e-07	  7.6409e-02	  2.3284e-03	  2.2583e-02	  8.2875e-04	  8.2875e-04	  1.0171e-01	  1.7104e-03	  1.0000e+00	 -2.7710e-07	  1.0000e-01	  3.2290e-06	  9.9995e-02	 -5.0777e-06	  9.9196e-02	 -8.0366e-04	
