         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	     Calcite	   d_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	      738000	         205	     6.75011	    -3.14249	   0.0210154	 2.12337e-10	 1.90589e-08	  6.3710e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  2.8862e-06	  7.6408e-02	  2.7881e-04	  2.4820e-02	  2.8786e-03	  2.8786e-03	  1.0146e-01	  1.4602e-03	  1.0000e+00	 -9.1279e-07	  1.0002e-01	  1.5173e-05	  9.9982e-02	 -1.8117e-05	  9.7209e-02	 -2.7909e-03	
           1	      741600	         206	      6.7499	    -3.13963	   0.0210062	  1.5412e-10	 1.38335e-08	  6.3713e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.0300e-06	  7.6408e-02	  2.6569e-04	  2.4833e-02	  2.8918e-03	  2.8918e-03	  1.0146e-01	  1.4599e-03	  1.0000e+00	 -9.2498e-07	  1.0002e-01	  1.6958e-05	  9.9982e-02	 -1.8207e-05	  9.7196e-02	 -2.8037e-03	
           1	      745200	         207	     6.74961	    -3.13655	   0.0210067	 1.21549e-10	   1.091e-08	  6.3726e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.1895e-06	  7.6408e-02	  2.5259e-04	  2.4847e-02	  2.9049e-03	  2.9049e-03	  1.0146e-01	  1.4586e-03	  1.0000e+00	 -9.2710e-07	  1.0002e-01	  1.7441e-05	  9.9982e-02	 -1.8296e-05	  9.7183e-02	 -2.8165e-03	
           1	      748800	         208	     6.74933	    -3.13333	   0.0210081	 1.08759e-10	 9.76198e-09	  6.3740e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.3656e-06	  7.6408e-02	  2.3955e-04	  2.4862e-02	  2.9179e-03	  2.9179e-03	  1.0146e-01	  1.4573e-03	  1.0000e+00	 -9.2945e-07	  1.0002e-01	  1.7804e-05	  9.9982e-02	 -1.8386e-05	  9.7171e-02	 -2.8293e-03	
           1	      752400	         209	     6.74902	    -3.12994	   0.0210129	 1.10525e-10	 9.92045e-09	  6.3756e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.5610e-06	  7.6408e-02	  2.2659e-04	  2.4876e-02	  2.9309e-03	  2.9309e-03	  1.0146e-01	  1.4556e-03	  1.0000e+00	 -9.3547e-07	  1.0002e-01	  1.7724e-05	  9.9982e-02	 -1.8475e-05	  9.7158e-02	 -2.8420e-03	
           1	      756000	         210	     6.74861	    -3.12626	   0.0210324	 1.25716e-10	 1.12838e-08	  6.3788e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.7810e-06	  7.6408e-02	  2.1366e-04	  2.4892e-02	  2.9438e-03	  2.9438e-03	  1.0145e-01	  1.4525e-03	  1.0000e+00	 -9.3239e-07	  1.0002e-01	  1.5688e-05	  9.9981e-02	 -1.8565e-05	  9.7145e-02	 -2.8547e-03	
           1	      759600	         211	     6.74843	    -3.12271	   0.0210194	 1.58332e-10	 1.42113e-08	  6.3786e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.0232e-06	  7.6408e-02	  2.0088e-04	  2.4904e-02	  2.9566e-03	  2.9566e-03	  1.0145e-01	  1.4526e-03	  1.0000e+00	 -9.4236e-07	  1.0002e-01	  1.7963e-05	  9.9981e-02	 -1.8654e-05	  9.7133e-02	 -2.8673e-03	
           1	      763200	         212	     6.74809	    -3.11875	     0.02103	 2.10643e-10	 1.89066e-08	  6.3808e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.2993e-06	  7.6408e-02	  1.8816e-04	  2.4919e-02	  2.9693e-03	  2.9693e-03	  1.0145e-01	  1.4504e-03	  1.0000e+00	 -9.4422e-07	  1.0002e-01	  1.7106e-05	  9.9981e-02	 -1.8744e-05	  9.7120e-02	 -2.8798e-03	
           1	      766800	         213	     6.74781	    -3.11464	   0.0210335	 2.12047e-10	 1.90325e-08	  6.3822e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.6117e-06	  7.6408e-02	  1.7556e-04	  2.4933e-02	  2.9819e-03	  2.9819e-03	  1.0145e-01	  1.4490e-03	  1.0000e+00	 -9.4770e-07	  1.0002e-01	  1.7190e-05	  9.9981e-02	 -1.8834e-05	  9.7108e-02	 -2.8923e-03	
           1	      770400	         214	     6.74753	    -3.11031	    0.021037	 2.11953e-10	 1.90241e-08	  6.3836e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.9684e-06	  7.6408e-02	  1.6308e-04	  2.4947e-02	  2.9944e-03	  2.9944e-03	  1.0145e-01	  1.4476e-03	  1.0000e+00	 -9.5146e-07	  1.0002e-01	  1.7267e-05	  9.9981e-02	 -1.8923e-05	  9.7095e-02	 -2.9047e-03	
           1	      774000	         215	     6.74731	    -3.10579	   0.0210324	 2.11431e-10	 1.89772e-08	  6.3841e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.3776e-06	  7.6408e-02	  1.5077e-04	  2.4959e-02	  3.0067e-03	  3.0067e-03	  1.0145e-01	  1.4471e-03	  1.0000e+00	 -9.5753e-07	  1.0002e-01	  1.8432e-05	  9.9981e-02	 -1.9013e-05	  9.7083e-02	 -2.9170e-03	
           1	      777600	         216	     6.74704	     -3.1009	   0.0210364	 2.12203e-10	 1.90464e-08	  6.3854e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.8537e-06	  7.6408e-02	  1.3861e-04	  2.4973e-02	  3.0189e-03	  3.0189e-03	  1.0145e-01	  1.4458e-03	  1.0000e+00	 -9.6042e-07	  1.0002e-01	  1.8443e-05	  9.9981e-02	 -1.9102e-05	  9.7071e-02	 -2.9291e-03	
           1	      781200	         217	     6.74676	    -3.09568	    0.021043	 2.12238e-10	 1.90495e-08	  6.3869e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  6.4107e-06	  7.6408e-02	  1.2668e-04	  2.4986e-02	  3.0308e-03	  3.0308e-03	  1.0144e-01	  1.4443e-03	  1.0000e+00	 -9.6566e-07	  1.0002e-01	  1.8112e-05	  9.9981e-02	 -1.9192e-05	  9.7059e-02	 -2.9412e-03	
           1	      784800	         218	     6.74653	    -3.09015	   0.0210439	 2.12028e-10	 1.90306e-08	  6.3877e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  7.0673e-06	  7.6408e-02	  1.1499e-04	  2.4999e-02	  3.0425e-03	  3.0425e-03	  1.0144e-01	  1.4435e-03	  1.0000e+00	 -9.6792e-07	  1.0002e-01	  1.8545e-05	  9.9981e-02	 -1.9282e-05	  9.7047e-02	 -2.9531e-03	
           1	      788400	         219	     6.74629	    -3.08421	   0.0210474	 2.12229e-10	 1.90486e-08	  6.3886e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  7.8486e-06	  7.6408e-02	  1.0362e-04	  2.5012e-02	  3.0539e-03	  3.0539e-03	  1.0144e-01	  1.4426e-03	  1.0000e+00	 -9.7367e-07	  1.0002e-01	  1.8626e-05	  9.9981e-02	 -1.9371e-05	  9.7035e-02	 -2.9648e-03	
           1	      792000	         220	     6.74607	    -3.07785	   0.0210502	 2.11181e-10	 1.89545e-08	  6.3893e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  8.7878e-06	  7.6408e-02	  9.2606e-05	  2.5024e-02	  3.0649e-03	  3.0649e-03	  1.0144e-01	  1.4419e-03	  1.0000e+00	 -9.7761e-07	  1.0002e-01	  1.8789e-05	  9.9981e-02	 -1.9461e-05	  9.7024e-02	 -2.9763e-03	
           1	      795600	         221	     6.74586	    -3.07105	   0.0210543	 2.10922e-10	 1.89312e-08	  6.3900e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  9.9232e-06	  7.6408e-02	  8.2064e-05	  2.5036e-02	  3.0754e-03	  3.0754e-03	  1.0144e-01	  1.4413e-03	  1.0000e+00	 -9.8679e-07	  1.0002e-01	  1.8789e-05	  9.9980e-02	 -1.9550e-05	  9.7012e-02	 -2.9875e-03	
           1	      799200	         222	     6.74568	    -3.06377	   0.0210574	 2.11716e-10	 1.90024e-08	  6.3902e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1309e-05	  7.6408e-02	  7.2050e-05	  2.5047e-02	  3.0854e-03	  3.0854e-03	  1.0144e-01	  1.4410e-03	  1.0000e+00	 -9.8629e-07	  1.0002e-01	  1.8921e-05	  9.9980e-02	 -1.9640e-05	  9.7002e-02	 -2.9985e-03	
           1	      802800	         223	     6.74555	    -3.05609	   0.0210589	 2.11929e-10	 1.90215e-08	  6.3901e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.2994e-05	  7.6408e-02	  6.2733e-05	  2.5057e-02	  3.0948e-03	  3.0948e-03	  1.0144e-01	  1.4411e-03	  1.0000e+00	 -9.8972e-07	  1.0002e-01	  1.9263e-05	  9.9980e-02	 -1.9730e-05	  9.6991e-02	 -3.0090e-03	
           1	      806400	         224	     6.74542	    -3.04803	   0.0210628	 2.12266e-10	 1.90517e-08	  6.3898e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.5038e-05	  7.6408e-02	  5.4229e-05	  2.5067e-02	  3.1033e-03	  3.1033e-03	  1.0144e-01	  1.4414e-03	  1.0000e+00	 -9.9289e-07	  1.0002e-01	  1.9294e-05	  9.9980e-02	 -1.9819e-05	  9.6981e-02	 -3.0191e-03	
           1	      810000	         225	     6.74534	     -3.0398	   0.0210661	 2.10327e-10	 1.88776e-08	  6.3890e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.7473e-05	  7.6408e-02	  4.6683e-05	  2.5076e-02	  3.1108e-03	  3.1108e-03	  1.0144e-01	  1.4422e-03	  1.0000e+00	 -9.9799e-07	  1.0002e-01	  1.9389e-05	  9.9980e-02	 -1.9909e-05	  9.6971e-02	 -3.0287e-03	
           1	      813600	         226	      6.7453	    -3.03161	   0.0210697	 2.12278e-10	 1.90527e-08	  6.3879e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  2.0304e-05	  7.6408e-02	  4.0180e-05	  2.5084e-02	  3.1173e-03	  3.1173e-03	  1.0144e-01	  1.4433e-03	  1.0000e+00	 -1.0012e-06	  1.0002e-01	  1.9441e-05	  9.9980e-02	 -1.9998e-05	  9.6962e-02	 -3.0376e-03	
           1	      817200	         227	     6.74529	    -3.02374	    0.021074	 2.11138e-10	 1.89504e-08	  6.3865e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  2.3465e-05	  7.6408e-02	  3.4768e-05	  2.5090e-02	  3.1227e-03	  3.1227e-03	  1.0144e-01	  1.4448e-03	  1.0000e+00	 -1.0059e-06	  1.0002e-01	  1.9393e-05	  9.9980e-02	 -2.0083e-05	  9.6954e-02	 -3.0457e-03	
           1	      820800	         228	     6.74534	    -3.01648	   0.0210749	 2.11507e-10	 1.89834e-08	  6.3844e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  2.6845e-05	  7.6408e-02	  3.0386e-05	  2.5096e-02	  3.1271e-03	  3.1271e-03	  1.0145e-01	  1.4468e-03	  1.0000e+00	 -1.0150e-06	  1.0002e-01	  1.9770e-05	  9.9980e-02	 -2.0174e-05	  9.6947e-02	 -3.0530e-03	
           1	      824400	         229	      6.7454	    -3.00996	   0.0210771	 2.11872e-10	 1.90162e-08	  6.3823e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.0307e-05	  7.6408e-02	  2.6909e-05	  2.5100e-02	  3.1306e-03	  3.1306e-03	  1.0145e-01	  1.4489e-03	  1.0000e+00	 -1.0190e-06	  1.0002e-01	  1.9940e-05	  9.9980e-02	 -2.0264e-05	  9.6940e-02	 -3.0595e-03	
           1	      828000	         230	     6.74545	    -3.00437	   0.0210818	 2.11813e-10	 1.90108e-08	  6.3805e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.3628e-05	  7.6408e-02	  2.4248e-05	  2.5104e-02	  3.1333e-03	  3.1333e-03	  1.0145e-01	  1.4507e-03	  1.0000e+00	 -1.0229e-06	  1.0002e-01	  1.9740e-05	  9.9980e-02	 -2.0332e-05	  9.6935e-02	 -3.0652e-03	
           1	      831600	         231	     6.74554	    -2.99959	   0.0210835	 2.11663e-10	 1.89973e-08	  6.3784e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.6782e-05	  7.6408e-02	  2.2162e-05	  2.5107e-02	  3.1353e-03	  3.1353e-03	  1.0145e-01	  1.4528e-03	  1.0000e+00	 -1.0273e-06	  1.0002e-01	  1.9899e-05	  9.9980e-02	 -2.0416e-05	  9.6930e-02	 -3.0700e-03	
           1	      835200	         232	     6.74563	    -2.99556	   0.0210839	 2.11226e-10	  1.8958e-08	  6.3763e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  3.9691e-05	  7.6408e-02	  2.0531e-05	  2.5109e-02	  3.1370e-03	  3.1370e-03	  1.0145e-01	  1.4549e-03	  1.0000e+00	 -1.0309e-06	  1.0002e-01	  2.0190e-05	  9.9979e-02	 -2.0509e-05	  9.6926e-02	 -3.0741e-03	
           1	      838800	         233	     6.74571	    -2.99226	   0.0210855	 2.09868e-10	 1.88361e-08	  6.3746e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.2235e-05	  7.6408e-02	  1.9290e-05	  2.5110e-02	  3.1382e-03	  3.1382e-03	  1.0146e-01	  1.4566e-03	  1.0000e+00	 -1.0356e-06	  1.0002e-01	  2.0286e-05	  9.9979e-02	 -2.0585e-05	  9.6923e-02	 -3.0775e-03	
           1	      842400	         234	     6.74577	    -2.98966	   0.0210867	 2.11097e-10	 1.89465e-08	  6.3732e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.4365e-05	  7.6408e-02	  1.8360e-05	  2.5112e-02	  3.1391e-03	  3.1391e-03	  1.0146e-01	  1.4580e-03	  1.0000e+00	 -1.0397e-06	  1.0002e-01	  2.0358e-05	  9.9979e-02	 -2.0624e-05	  9.6920e-02	 -3.0803e-03	
           1	      846000	         235	     6.74584	     -2.9874	   0.0210884	 2.12193e-10	 1.90448e-08	  6.3719e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.6305e-05	  7.6408e-02	  1.7587e-05	  2.5113e-02	  3.1399e-03	  3.1399e-03	  1.0146e-01	  1.4594e-03	  1.0000e+00	 -1.0438e-06	  1.0002e-01	  2.0368e-05	  9.9979e-02	 -2.0711e-05	  9.6917e-02	 -3.0826e-03	
           1	      849600	         236	     6.74589	    -2.98564	   0.0210891	 2.11076e-10	 1.89446e-08	  6.3708e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.7876e-05	  7.6408e-02	  1.7007e-05	  2.5114e-02	  3.1405e-03	  3.1405e-03	  1.0146e-01	  1.4604e-03	  1.0000e+00	 -1.0479e-06	  1.0002e-01	  2.0446e-05	  9.9979e-02	 -2.0753e-05	  9.6915e-02	 -3.0845e-03	
           1	      853200	         237	     6.74596	    -2.98406	   0.0210895	  2.1003e-10	 1.88507e-08	  6.3696e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  4.9353e-05	  7.6408e-02	  1.6494e-05	  2.5114e-02	  3.1410e-03	  3.1410e-03	  1.0146e-01	  1.4617e-03	  1.0000e+00	 -1.0521e-06	  1.0002e-01	  2.0598e-05	  9.9979e-02	 -2.0873e-05	  9.6914e-02	 -3.0859e-03	
           1	      856800	         238	       6.746	    -2.98294	     0.02109	 2.11436e-10	 1.89768e-08	  6.3688e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.0418e-05	  7.6408e-02	  1.6144e-05	  2.5114e-02	  3.1414e-03	  3.1414e-03	  1.0146e-01	  1.4624e-03	  1.0000e+00	 -1.0563e-06	  1.0002e-01	  2.0642e-05	  9.9979e-02	 -2.0901e-05	  9.6913e-02	 -3.0872e-03	
           1	      860400	         239	     6.74605	    -2.98189	   0.0210899	 2.11813e-10	 1.90107e-08	  6.3679e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.1460e-05	  7.6408e-02	  1.5814e-05	  2.5114e-02	  3.1417e-03	  3.1417e-03	  1.0146e-01	  1.4633e-03	  1.0000e+00	 -1.0599e-06	  1.0002e-01	  2.0803e-05	  9.9979e-02	 -2.0997e-05	  9.6912e-02	 -3.0881e-03	
           1	      864000	         240	     6.74609	     -2.9811	   0.0210901	 2.11564e-10	 1.89884e-08	  6.3673e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.2250e-05	  7.6408e-02	  1.5572e-05	  2.5114e-02	  3.1419e-03	  3.1419e-03	  1.0146e-01	  1.4640e-03	  1.0000e+00	 -1.0645e-06	  1.0002e-01	  2.0894e-05	  9.9979e-02	 -2.1070e-05	  9.6911e-02	 -3.0888e-03	
           1	      867600	         241	      6.7461	    -2.98055	   0.0210912	 2.11952e-10	 1.90232e-08	  6.3670e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.2786e-05	  7.6408e-02	  1.5414e-05	  2.5115e-02	  3.1421e-03	  3.1421e-03	  1.0146e-01	  1.4642e-03	  1.0000e+00	 -1.0685e-06	  1.0002e-01	  2.0785e-05	  9.9979e-02	 -2.1063e-05	  9.6910e-02	 -3.0895e-03	
           1	      871200	         242	     6.74615	    -2.97995	   0.0210907	 2.11902e-10	 1.90187e-08	  6.3663e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.3425e-05	  7.6408e-02	  1.5227e-05	  2.5114e-02	  3.1423e-03	  3.1423e-03	  1.0146e-01	  1.4649e-03	  1.0000e+00	 -1.0726e-06	  1.0002e-01	  2.0967e-05	  9.9979e-02	 -2.1184e-05	  9.6910e-02	 -3.0897e-03	
           1	      874800	         243	     6.74617	    -2.97955	   0.0210905	 2.11946e-10	 1.90226e-08	  6.3660e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.3834e-05	  7.6408e-02	  1.5111e-05	  2.5114e-02	  3.1424e-03	  3.1424e-03	  1.0147e-01	  1.4653e-03	  1.0000e+00	 -1.0766e-06	  1.0002e-01	  2.1046e-05	  9.9979e-02	 -2.1202e-05	  9.6910e-02	 -3.0902e-03	
           1	      878400	         244	     6.74619	    -2.97921	   0.0210911	 2.11794e-10	 1.90089e-08	  6.3657e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.4191e-05	  7.6408e-02	  1.5010e-05	  2.5114e-02	  3.1425e-03	  3.1425e-03	  1.0147e-01	  1.4655e-03	  1.0000e+00	 -1.0809e-06	  1.0002e-01	  2.1023e-05	  9.9979e-02	 -2.1250e-05	  9.6910e-02	 -3.0904e-03	
           1	      882000	         245	     6.74623	     -2.9789	   0.0210902	 2.11856e-10	 1.90145e-08	  6.3651e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.4557e-05	  7.6408e-02	  1.4907e-05	  2.5113e-02	  3.1426e-03	  3.1426e-03	  1.0147e-01	  1.4661e-03	  1.0000e+00	 -1.0853e-06	  1.0002e-01	  2.1250e-05	  9.9979e-02	 -2.1406e-05	  9.6910e-02	 -3.0901e-03	
           1	      885600	         246	     6.74625	    -2.97866	   0.0210905	 2.11844e-10	 1.90135e-08	  6.3648e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.4809e-05	  7.6408e-02	  1.4837e-05	  2.5113e-02	  3.1427e-03	  3.1427e-03	  1.0147e-01	  1.4664e-03	  1.0000e+00	 -1.0898e-06	  1.0002e-01	  2.1260e-05	  9.9979e-02	 -2.1466e-05	  9.6910e-02	 -3.0901e-03	
           1	      889200	         247	     6.74628	    -2.97849	   0.0210899	 2.11833e-10	 1.90125e-08	  6.3645e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.5015e-05	  7.6408e-02	  1.4781e-05	  2.5113e-02	  3.1427e-03	  3.1427e-03	  1.0147e-01	  1.4667e-03	  1.0000e+00	 -1.0939e-06	  1.0002e-01	  2.1388e-05	  9.9978e-02	 -2.1535e-05	  9.6910e-02	 -3.0900e-03	
           1	      892800	         248	     6.74628	    -2.97826	   0.0210905	 2.11922e-10	 1.90205e-08	  6.3644e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.5247e-05	  7.6408e-02	  1.4718e-05	  2.5113e-02	  3.1428e-03	  3.1428e-03	  1.0147e-01	  1.4668e-03	  1.0000e+00	 -1.0971e-06	  1.0002e-01	  2.1330e-05	  9.9978e-02	 -2.1533e-05	  9.6910e-02	 -3.0903e-03	
           1	      896400	         249	      6.7463	    -2.97807	   0.0210902	 2.10271e-10	 1.88723e-08	  6.3641e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.5460e-05	  7.6408e-02	  1.4661e-05	  2.5113e-02	  3.1428e-03	  3.1428e-03	  1.0147e-01	  1.4671e-03	  1.0000e+00	 -1.1010e-06	  1.0002e-01	  2.1426e-05	  9.9978e-02	 -2.1599e-05	  9.6910e-02	 -3.0902e-03	
           1	      900000	         250	     6.74632	    -2.97788	   0.0210904	 2.11989e-10	 1.90265e-08	  6.3639e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.5670e-05	  7.6408e-02	  1.4605e-05	  2.5112e-02	  3.1429e-03	  3.1429e-03	  1.0147e-01	  1.4673e-03	  1.0000e+00	 -1.0994e-06	  1.0002e-01	  2.1437e-05	  9.9978e-02	 -2.1640e-05	  9.6910e-02	 -3.0903e-03	
           1	      903600	         251	     6.74633	    -2.97775	   0.0210901	 2.12416e-10	 1.90648e-08	  6.3637e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.5820e-05	  7.6408e-02	  1.4565e-05	  2.5112e-02	  3.1429e-03	  3.1429e-03	  1.0147e-01	  1.4675e-03	  1.0000e+00	 -1.1103e-06	  1.0002e-01	  2.1507e-05	  9.9978e-02	 -2.1682e-05	  9.6910e-02	 -3.0903e-03	
           1	      907200	         252	     6.74636	     -2.9776	     0.02109	 2.12047e-10	 1.90317e-08	  6.3634e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6007e-05	  7.6408e-02	  1.4515e-05	  2.5112e-02	  3.1430e-03	  3.1430e-03	  1.0147e-01	  1.4678e-03	  1.0000e+00	 -1.1151e-06	  1.0002e-01	  2.1587e-05	  9.9978e-02	 -2.1790e-05	  9.6910e-02	 -3.0900e-03	
           1	      910800	         253	     6.74637	    -2.97737	   0.0210905	 2.12165e-10	 1.90423e-08	  6.3632e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6249e-05	  7.6408e-02	  1.4452e-05	  2.5112e-02	  3.1430e-03	  3.1430e-03	  1.0147e-01	  1.4680e-03	  1.0000e+00	 -1.1186e-06	  1.0002e-01	  2.1560e-05	  9.9978e-02	 -2.1812e-05	  9.6910e-02	 -3.0902e-03	
           1	      914400	         254	     6.74638	    -2.97727	   0.0210906	 2.12179e-10	 1.90435e-08	  6.3631e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6359e-05	  7.6408e-02	  1.4423e-05	  2.5112e-02	  3.1431e-03	  3.1431e-03	  1.0147e-01	  1.4681e-03	  1.0000e+00	 -1.1229e-06	  1.0002e-01	  2.1560e-05	  9.9978e-02	 -2.1830e-05	  9.6910e-02	 -3.0902e-03	
           1	      918000	         255	     6.74642	     -2.9769	   0.0210901	 2.11763e-10	 1.90062e-08	  6.3626e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6792e-05	  7.6408e-02	  1.4312e-05	  2.5111e-02	  3.1432e-03	  3.1432e-03	  1.0147e-01	  1.4686e-03	  1.0000e+00	 -1.1272e-06	  1.0002e-01	  2.1715e-05	  9.9978e-02	 -2.1938e-05	  9.6910e-02	 -3.0902e-03	
           1	      921600	         256	     6.74643	    -2.97682	   0.0210895	 2.12495e-10	 1.90719e-08	  6.3624e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6884e-05	  7.6408e-02	  1.4288e-05	  2.5111e-02	  3.1432e-03	  3.1432e-03	  1.0147e-01	  1.4688e-03	  1.0000e+00	 -1.1321e-06	  1.0002e-01	  2.1811e-05	  9.9978e-02	 -2.1962e-05	  9.6910e-02	 -3.0902e-03	
           1	      925200	         257	     6.74642	    -2.97683	   0.0210905	 2.12386e-10	 1.90622e-08	  6.3625e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.6872e-05	  7.6408e-02	  1.4291e-05	  2.5111e-02	  3.1432e-03	  3.1432e-03	  1.0147e-01	  1.4687e-03	  1.0000e+00	 -1.1354e-06	  1.0002e-01	  2.1686e-05	  9.9978e-02	 -2.1963e-05	  9.6910e-02	 -3.0902e-03	
           1	      928800	         258	     6.74646	    -2.97648	   0.0210894	 2.12098e-10	 1.90363e-08	  6.3620e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.7285e-05	  7.6408e-02	  1.4186e-05	  2.5110e-02	  3.1433e-03	  3.1433e-03	  1.0147e-01	  1.4692e-03	  1.0000e+00	 -1.1393e-06	  1.0002e-01	  2.1909e-05	  9.9978e-02	 -2.2057e-05	  9.6910e-02	 -3.0903e-03	
           1	      932400	         259	     6.74646	    -2.97645	   0.0210903	 2.12227e-10	 1.90479e-08	  6.3620e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.7304e-05	  7.6408e-02	  1.4182e-05	  2.5110e-02	  3.1433e-03	  3.1433e-03	  1.0147e-01	  1.4692e-03	  1.0000e+00	 -1.1436e-06	  1.0002e-01	  2.1798e-05	  9.9978e-02	 -2.2070e-05	  9.6910e-02	 -3.0902e-03	
           1	      936000	         260	     6.74651	    -2.97577	   0.0210901	 2.11909e-10	 1.90194e-08	  6.3612e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.8093e-05	  7.6408e-02	  1.3986e-05	  2.5110e-02	  3.1435e-03	  3.1435e-03	  1.0147e-01	  1.4700e-03	  1.0000e+00	 -1.1468e-06	  1.0002e-01	  2.1956e-05	  9.9978e-02	 -2.2194e-05	  9.6909e-02	 -3.0906e-03	
           1	      939600	         261	     6.74656	    -2.97546	   0.0210889	 2.11721e-10	 1.90025e-08	  6.3606e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.8475e-05	  7.6408e-02	  1.3893e-05	  2.5109e-02	  3.1436e-03	  3.1436e-03	  1.0147e-01	  1.4706e-03	  1.0000e+00	 -1.1510e-06	  1.0002e-01	  2.2222e-05	  9.9978e-02	 -2.2347e-05	  9.6910e-02	 -3.0903e-03	
           1	      943200	         262	     6.74651	      -2.976	   0.0210892	 2.12328e-10	  1.9057e-08	  6.3613e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.7844e-05	  7.6408e-02	  1.4047e-05	  2.5110e-02	  3.1435e-03	  3.1435e-03	  1.0147e-01	  1.4699e-03	  1.0000e+00	 -1.1552e-06	  1.0002e-01	  2.2059e-05	  9.9978e-02	 -2.2226e-05	  9.6910e-02	 -3.0901e-03	
           1	      946800	         263	     6.74652	    -2.97584	     0.02109	 2.12066e-10	 1.90335e-08	  6.3612e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  5.8023e-05	  7.6408e-02	  1.4003e-05	  2.5110e-02	  3.1435e-03	  3.1435e-03	  1.0147e-01	  1.4700e-03	  1.0000e+00	 -1.1592e-06	  1.0002e-01	  2.1992e-05	  9.9978e-02	 -2.2251e-05	  9.6910e-02	 -3.0902e-03	
