         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	  1.7172e+06	         477	     6.75159	    -2.94542	   0.0210645	 1.42525e-10	 1.27925e-08	  6.2955e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1164e-04	  7.6408e-02	  7.1541e-06	  2.5031e-02	  3.1503e-03	  3.1503e-03	     -0.3699	      0.0000	      7.9081	     -0.6578	      1.5336	      0.0000	      0.3145	  1.0154e-01	  1.5357e-03	  1.0000e+00	 -2.0065e-06	  1.0004e-01	  3.6825e-05	  9.9963e-02	 -3.6846e-05	  9.6922e-02	 -3.0777e-03	  1.7172e+06	
           1	  1.7208e+06	         478	     6.75165	     -2.9452	   0.0210642	 1.40719e-10	 1.26304e-08	  6.2948e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1222e-04	  7.6408e-02	  7.1155e-06	  2.5031e-02	  3.1504e-03	  3.1504e-03	     -0.3122	      0.0000	      7.9063	     -0.6560	      1.5776	      0.0000	      0.3168	  1.0154e-01	  1.5364e-03	  1.0000e+00	 -2.0098e-06	  1.0004e-01	  3.6985e-05	  9.9963e-02	 -3.7007e-05	  9.6922e-02	 -3.0775e-03	  1.7208e+06	
           1	  1.7244e+06	         479	     6.75163	    -2.94528	   0.0210642	 1.40313e-10	  1.2594e-08	  6.2950e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1203e-04	  7.6408e-02	  7.1282e-06	  2.5031e-02	  3.1504e-03	  3.1504e-03	     -0.3635	      0.0000	      7.9069	     -0.6564	      1.5306	      0.0000	      0.3160	  1.0154e-01	  1.5362e-03	  1.0000e+00	 -2.0138e-06	  1.0004e-01	  3.6947e-05	  9.9963e-02	 -3.6968e-05	  9.6922e-02	 -3.0775e-03	  1.7244e+06	
           1	   1.728e+06	         480	     6.75166	    -2.94516	   0.0210641	 1.42197e-10	 1.27632e-08	  6.2946e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1233e-04	  7.6408e-02	  7.1081e-06	  2.5030e-02	  3.1504e-03	  3.1504e-03	     -0.3143	      0.0000	      7.9059	     -0.6553	      1.5726	      0.0000	      0.3172	  1.0154e-01	  1.5366e-03	  1.0000e+00	 -2.0174e-06	  1.0004e-01	  3.7035e-05	  9.9963e-02	 -3.7057e-05	  9.6923e-02	 -3.0774e-03	  1.7280e+06	
           1	  1.7316e+06	         481	     6.75168	    -2.94509	   0.0210639	 1.43856e-10	 1.29121e-08	  6.2944e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1252e-04	  7.6408e-02	  7.0959e-06	  2.5030e-02	  3.1504e-03	  3.1504e-03	     -0.3739	      0.0000	      7.9053	     -0.6546	      1.5085	      0.0000	      0.3179	  1.0154e-01	  1.5368e-03	  1.0000e+00	 -2.0210e-06	  1.0004e-01	  3.7099e-05	  9.9963e-02	 -3.7119e-05	  9.6923e-02	 -3.0773e-03	  1.7316e+06	
           1	  1.7352e+06	         482	     6.75166	    -2.94518	    0.021064	 1.39219e-10	 1.24958e-08	  6.2946e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1229e-04	  7.6408e-02	  7.1106e-06	  2.5030e-02	  3.1504e-03	  3.1504e-03	     -0.3546	      0.0000	      7.9060	     -0.6551	      1.5328	      0.0000	      0.3170	  1.0154e-01	  1.5366e-03	  1.0000e+00	 -2.0250e-06	  1.0004e-01	  3.7052e-05	  9.9963e-02	 -3.7073e-05	  9.6923e-02	 -3.0773e-03	  1.7352e+06	
           1	  1.7388e+06	         483	     6.75172	    -2.94498	   0.0210637	 1.40007e-10	 1.25665e-08	  6.2940e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1282e-04	  7.6408e-02	  7.0763e-06	  2.5029e-02	  3.1504e-03	  3.1504e-03	     -0.3233	      0.0000	      7.9044	     -0.6534	      1.5518	      0.0000	      0.3191	  1.0154e-01	  1.5372e-03	  1.0000e+00	 -2.0284e-06	  1.0004e-01	  3.7197e-05	  9.9963e-02	 -3.7218e-05	  9.6923e-02	 -3.0771e-03	  1.7388e+06	
           1	  1.7424e+06	         484	     6.75174	    -2.94489	   0.0210636	 1.40185e-10	 1.25826e-08	  6.2937e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1305e-04	  7.6408e-02	  7.0614e-06	  2.5029e-02	  3.1504e-03	  3.1504e-03	     -0.3685	      0.0000	      7.9037	     -0.6527	      1.5011	      0.0000	      0.3200	  1.0154e-01	  1.5375e-03	  1.0000e+00	 -2.0320e-06	  1.0004e-01	  3.7267e-05	  9.9963e-02	 -3.7287e-05	  9.6923e-02	 -3.0770e-03	  1.7424e+06	
           1	   1.746e+06	         485	     6.75176	    -2.94482	   0.0210634	 1.40567e-10	 1.26168e-08	  6.2934e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1323e-04	  7.6408e-02	  7.0494e-06	  2.5029e-02	  3.1505e-03	  3.1505e-03	     -0.3266	     -0.0000	      7.9031	     -0.6519	      1.5386	      0.0000	      0.3207	  1.0154e-01	  1.5378e-03	  1.0000e+00	 -2.0356e-06	  1.0004e-01	  3.7327e-05	  9.9963e-02	 -3.7348e-05	  9.6923e-02	 -3.0769e-03	  1.7460e+06	
           1	  1.7496e+06	         486	     6.75174	    -2.94491	   0.0210635	 1.40084e-10	 1.25735e-08	  6.2937e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1303e-04	  7.6408e-02	  7.0627e-06	  2.5029e-02	  3.1504e-03	  3.1504e-03	     -0.3115	      0.0000	      7.9038	     -0.6523	      1.5582	      0.0000	      0.3199	  1.0154e-01	  1.5376e-03	  1.0000e+00	 -2.0396e-06	  1.0004e-01	  3.7285e-05	  9.9963e-02	 -3.7307e-05	  9.6923e-02	 -3.0769e-03	  1.7496e+06	
           1	  1.7532e+06	         487	     6.75179	     -2.9447	   0.0210632	 1.42433e-10	 1.27843e-08	  6.2930e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1357e-04	  7.6408e-02	  7.0277e-06	  2.5028e-02	  3.1505e-03	  3.1505e-03	     -0.2892	      0.0000	      7.9021	     -0.6506	      1.5680	      0.0000	      0.3221	  1.0154e-01	  1.5382e-03	  1.0000e+00	 -2.0430e-06	  1.0004e-01	  3.7433e-05	  9.9963e-02	 -3.7455e-05	  9.6923e-02	 -3.0767e-03	  1.7532e+06	
           1	  1.7568e+06	         488	      6.7518	    -2.94469	   0.0210632	 1.39948e-10	 1.25613e-08	  6.2929e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1359e-04	  7.6408e-02	  7.0263e-06	  2.5028e-02	  3.1505e-03	  3.1505e-03	     -0.2983	      0.0000	      7.9020	     -0.6504	      1.5582	      0.0000	      0.3221	  1.0154e-01	  1.5383e-03	  1.0000e+00	 -2.0468e-06	  1.0004e-01	  3.7452e-05	  9.9963e-02	 -3.7474e-05	  9.6923e-02	 -3.0766e-03	  1.7568e+06	
           1	  1.7604e+06	         489	     6.75181	    -2.94467	   0.0210631	 1.40417e-10	 1.26034e-08	  6.2928e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1366e-04	  7.6408e-02	  7.0214e-06	  2.5028e-02	  3.1505e-03	  3.1505e-03	     -0.3353	      0.0000	      7.9018	     -0.6500	      1.5192	      0.0000	      0.3224	  1.0154e-01	  1.5384e-03	  1.0000e+00	 -2.0505e-06	  1.0004e-01	  3.7486e-05	  9.9962e-02	 -3.7507e-05	  9.6923e-02	 -3.0766e-03	  1.7604e+06	
           1	   1.764e+06	         490	     6.75187	    -2.94445	   0.0210628	 1.41838e-10	 1.27309e-08	  6.2921e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1424e-04	  7.6408e-02	  6.9844e-06	  2.5027e-02	  3.1505e-03	  3.1505e-03	     -0.3568	      0.0000	      7.9000	     -0.6483	      1.4844	      0.0000	      0.3247	  1.0154e-01	  1.5391e-03	  1.0000e+00	 -2.0538e-06	  1.0004e-01	  3.7647e-05	  9.9962e-02	 -3.7666e-05	  9.6924e-02	 -3.0764e-03	  1.7640e+06	
           1	  1.7676e+06	         491	     6.75183	    -2.94463	   0.0210629	 1.41336e-10	 1.26858e-08	  6.2926e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1379e-04	  7.6408e-02	  7.0135e-06	  2.5027e-02	  3.1505e-03	  3.1505e-03	     -0.3096	      0.0000	      7.9014	     -0.6494	      1.5419	      0.0000	      0.3229	  1.0154e-01	  1.5386e-03	  1.0000e+00	 -2.0581e-06	  1.0004e-01	  3.7536e-05	  9.9962e-02	 -3.7557e-05	  9.6924e-02	 -3.0764e-03	  1.7676e+06	
           1	  1.7712e+06	         492	     6.75188	    -2.94443	   0.0210626	 1.39594e-10	 1.25295e-08	  6.2920e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1430e-04	  7.6408e-02	  6.9807e-06	  2.5026e-02	  3.1505e-03	  3.1505e-03	     -0.2810	     -0.0000	      7.8999	     -0.6477	      1.5585	      0.0000	      0.3249	  1.0154e-01	  1.5393e-03	  1.0000e+00	 -2.0614e-06	  1.0004e-01	  3.7684e-05	  9.9962e-02	 -3.7705e-05	  9.6924e-02	 -3.0762e-03	  1.7712e+06	
           1	  1.7748e+06	         493	     6.75188	    -2.94441	   0.0210626	 1.41772e-10	 1.27251e-08	  6.2918e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1438e-04	  7.6408e-02	  6.9760e-06	  2.5026e-02	  3.1505e-03	  3.1505e-03	     -0.2808	      0.0000	      7.8996	     -0.6473	      1.5567	      0.0000	      0.3252	  1.0154e-01	  1.5394e-03	  1.0000e+00	 -2.0651e-06	  1.0004e-01	  3.7717e-05	  9.9962e-02	 -3.7738e-05	  9.6924e-02	 -3.0762e-03	  1.7748e+06	
           1	  1.7784e+06	         494	     6.75186	    -2.94452	   0.0210626	 1.42584e-10	 1.27979e-08	  6.2922e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1408e-04	  7.6408e-02	  6.9946e-06	  2.5027e-02	  3.1505e-03	  3.1505e-03	     -0.3131	      0.0000	      7.9005	     -0.6480	      1.5310	      0.0000	      0.3241	  1.0154e-01	  1.5390e-03	  1.0000e+00	 -2.0691e-06	  1.0004e-01	  3.7653e-05	  9.9962e-02	 -3.7674e-05	  9.6924e-02	 -3.0762e-03	  1.7784e+06	
           1	   1.782e+06	         495	     6.75191	    -2.94432	   0.0210624	 1.40395e-10	 1.26014e-08	  6.2915e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1461e-04	  7.6408e-02	  6.9611e-06	  2.5026e-02	  3.1505e-03	  3.1505e-03	     -0.2817	      0.0000	      7.8989	     -0.6463	      1.5501	      0.0000	      0.3261	  1.0154e-01	  1.5397e-03	  1.0000e+00	 -2.0724e-06	  1.0004e-01	  3.7803e-05	  9.9962e-02	 -3.7824e-05	  9.6924e-02	 -3.0760e-03	  1.7820e+06	
           1	  1.7856e+06	         496	     6.75193	    -2.94427	   0.0210623	  1.4245e-10	 1.27859e-08	  6.2913e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1477e-04	  7.6408e-02	  6.9510e-06	  2.5025e-02	  3.1506e-03	  3.1506e-03	     -0.3249	      0.0000	      7.8984	     -0.6458	      1.5033	      0.0000	      0.3267	  1.0154e-01	  1.5399e-03	  1.0000e+00	 -2.0762e-06	  1.0004e-01	  3.7852e-05	  9.9962e-02	 -3.7871e-05	  9.6924e-02	 -3.0759e-03	  1.7856e+06	
           1	  1.7892e+06	         497	     6.75193	    -2.94429	   0.0210622	 1.43163e-10	 1.28498e-08	  6.2914e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1471e-04	  7.6408e-02	  6.9549e-06	  2.5025e-02	  3.1505e-03	  3.1505e-03	     -0.3178	     -0.0000	      7.8986	     -0.6457	      1.5115	      0.0000	      0.3265	  1.0154e-01	  1.5399e-03	  1.0000e+00	 -2.0800e-06	  1.0004e-01	  3.7852e-05	  9.9962e-02	 -3.7872e-05	  9.6924e-02	 -3.0758e-03	  1.7892e+06	
           1	  1.7928e+06	         498	     6.75196	    -2.94417	    0.021062	 1.40907e-10	 1.26474e-08	  6.2909e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1503e-04	  7.6408e-02	  6.9345e-06	  2.5025e-02	  3.1506e-03	  3.1506e-03	     -0.2804	      0.0000	      7.8976	     -0.6446	      1.5414	      0.0000	      0.3277	  1.0154e-01	  1.5403e-03	  1.0000e+00	 -2.0834e-06	  1.0004e-01	  3.7953e-05	  9.9962e-02	 -3.7974e-05	  9.6924e-02	 -3.0757e-03	  1.7928e+06	
           1	  1.7964e+06	         499	     6.75197	    -2.94416	    0.021062	 1.40179e-10	  1.2582e-08	  6.2909e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1507e-04	  7.6408e-02	  6.9321e-06	  2.5025e-02	  3.1506e-03	  3.1506e-03	     -0.3338	      0.0000	      7.8975	     -0.6444	      1.4870	      0.0000	      0.3279	  1.0154e-01	  1.5403e-03	  1.0000e+00	 -2.0873e-06	  1.0004e-01	  3.7966e-05	  9.9962e-02	 -3.7985e-05	  9.6924e-02	 -3.0757e-03	  1.7964e+06	
           1	     1.8e+06	         500	     6.75198	    -2.94411	   0.0210619	 1.42077e-10	 1.27524e-08	  6.2907e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1522e-04	  7.6408e-02	  6.9224e-06	  2.5024e-02	  3.1506e-03	  3.1506e-03	     -0.3096	      0.0000	      7.8970	     -0.6438	      1.5075	      0.0000	      0.3285	  1.0154e-01	  1.5406e-03	  1.0000e+00	 -2.0909e-06	  1.0004e-01	  3.8021e-05	  9.9962e-02	 -3.8041e-05	  9.6924e-02	 -3.0755e-03	  1.8000e+06	
           1	  1.8036e+06	         501	     6.75194	    -2.94427	    0.021062	  1.4281e-10	 1.28182e-08	  6.2912e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1479e-04	  7.6408e-02	  6.9496e-06	  2.5025e-02	  3.1506e-03	  3.1506e-03	     -0.2737	     -0.0000	      7.8983	     -0.6449	      1.5531	      0.0000	      0.3268	  1.0154e-01	  1.5401e-03	  1.0000e+00	 -2.0952e-06	  1.0004e-01	  3.7914e-05	  9.9962e-02	 -3.7935e-05	  9.6924e-02	 -3.0756e-03	  1.8036e+06	
           1	  1.8072e+06	         502	     6.75201	    -2.94403	   0.0210617	 1.41387e-10	 1.26905e-08	  6.2904e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1543e-04	  7.6408e-02	  6.9096e-06	  2.5024e-02	  3.1506e-03	  3.1506e-03	     -0.2904	     -0.0000	      7.8964	     -0.6428	      1.5217	      0.0000	      0.3293	  1.0154e-01	  1.5409e-03	  1.0000e+00	 -2.0983e-06	  1.0004e-01	  3.8100e-05	  9.9962e-02	 -3.8120e-05	  9.6925e-02	 -3.0754e-03	  1.8072e+06	
           1	  1.8108e+06	         503	     6.75204	    -2.94393	   0.0210615	 1.39865e-10	 1.25539e-08	  6.2900e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1570e-04	  7.6408e-02	  6.8925e-06	  2.5023e-02	  3.1506e-03	  3.1506e-03	     -0.2780	      0.0000	      7.8956	     -0.6420	      1.5277	      0.0000	      0.3303	  1.0154e-01	  1.5412e-03	  1.0000e+00	 -2.1019e-06	  1.0004e-01	  3.8178e-05	  9.9962e-02	 -3.8199e-05	  9.6925e-02	 -3.0753e-03	  1.8108e+06	
           1	  1.8144e+06	         504	     6.75205	    -2.94391	   0.0210614	 1.40186e-10	 1.25827e-08	  6.2899e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1578e-04	  7.6408e-02	  6.8877e-06	  2.5023e-02	  3.1506e-03	  3.1506e-03	     -0.3417	      0.0000	      7.8953	     -0.6415	      1.4620	      0.0000	      0.3306	  1.0154e-01	  1.5413e-03	  1.0000e+00	 -2.1055e-06	  1.0004e-01	  3.8219e-05	  9.9962e-02	 -3.8237e-05	  9.6925e-02	 -3.0751e-03	  1.8144e+06	
           1	   1.818e+06	         505	     6.75205	     -2.9439	   0.0210614	 1.39986e-10	 1.25647e-08	  6.2898e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1581e-04	  7.6408e-02	  6.8859e-06	  2.5023e-02	  3.1506e-03	  3.1506e-03	     -0.2787	      0.0000	      7.8952	     -0.6413	      1.5242	      0.0000	      0.3307	  1.0154e-01	  1.5414e-03	  1.0000e+00	 -2.1093e-06	  1.0004e-01	  3.8235e-05	  9.9962e-02	 -3.8255e-05	  9.6925e-02	 -3.0751e-03	  1.8180e+06	
           1	  1.8216e+06	         506	     6.75212	    -2.94366	    0.021061	 1.40064e-10	 1.25717e-08	  6.2890e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1645e-04	  7.6408e-02	  6.8462e-06	  2.5022e-02	  3.1507e-03	  3.1507e-03	     -0.2795	      0.0000	      7.8933	     -0.6393	      1.5087	      0.0000	      0.3332	  1.0154e-01	  1.5422e-03	  1.0000e+00	 -2.1124e-06	  1.0004e-01	  3.8420e-05	  9.9962e-02	 -3.8440e-05	  9.6925e-02	 -3.0749e-03	  1.8216e+06	
           1	  1.8252e+06	         507	     6.75209	     -2.9438	   0.0210612	 1.40243e-10	 1.25878e-08	  6.2894e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1610e-04	  7.6408e-02	  6.8680e-06	  2.5023e-02	  3.1506e-03	  3.1506e-03	     -0.3250	      0.0000	      7.8944	     -0.6402	      1.4711	      0.0000	      0.3318	  1.0154e-01	  1.5418e-03	  1.0000e+00	 -2.1166e-06	  1.0004e-01	  3.8335e-05	  9.9962e-02	 -3.8354e-05	  9.6925e-02	 -3.0749e-03	  1.8252e+06	
           1	  1.8288e+06	         508	      6.7521	    -2.94373	    0.021061	 1.40699e-10	 1.26287e-08	  6.2892e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1627e-04	  7.6408e-02	  6.8572e-06	  2.5022e-02	  3.1506e-03	  3.1506e-03	     -0.2750	      0.0000	      7.8938	     -0.6395	      1.5170	      0.0000	      0.3325	  1.0154e-01	  1.5420e-03	  1.0000e+00	 -2.1203e-06	  1.0004e-01	  3.8390e-05	  9.9962e-02	 -3.8409e-05	  9.6925e-02	 -3.0748e-03	  1.8288e+06	
           1	  1.8324e+06	         509	     6.75215	    -2.94358	   0.0210608	 1.39294e-10	 1.25026e-08	  6.2886e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1670e-04	  7.6408e-02	  6.8310e-06	  2.5021e-02	  3.1507e-03	  3.1507e-03	     -0.3333	      0.0000	      7.8926	     -0.6381	      1.4488	      0.0000	      0.3341	  1.0154e-01	  1.5426e-03	  1.0000e+00	 -2.1235e-06	  1.0004e-01	  3.8525e-05	  9.9961e-02	 -3.8543e-05	  9.6925e-02	 -3.0746e-03	  1.8324e+06	
           1	   1.836e+06	         510	     6.75216	    -2.94356	   0.0210607	 1.41564e-10	 1.27064e-08	  6.2885e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1677e-04	  7.6408e-02	  6.8267e-06	  2.5021e-02	  3.1507e-03	  3.1507e-03	     -0.3316	      0.0000	      7.8923	     -0.6378	      1.4488	      0.0000	      0.3344	  1.0154e-01	  1.5427e-03	  1.0000e+00	 -2.1273e-06	  1.0004e-01	  3.8551e-05	  9.9961e-02	 -3.8569e-05	  9.6925e-02	 -3.0745e-03	  1.8360e+06	
           1	  1.8396e+06	         511	     6.75217	    -2.94354	   0.0210606	 1.41554e-10	 1.27055e-08	  6.2884e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1682e-04	  7.6408e-02	  6.8235e-06	  2.5021e-02	  3.1507e-03	  3.1507e-03	     -0.2651	     -0.0000	      7.8922	     -0.6373	      1.5138	      0.0000	      0.3346	  1.0154e-01	  1.5428e-03	  1.0000e+00	 -2.1308e-06	  1.0004e-01	  3.8586e-05	  9.9961e-02	 -3.8605e-05	  9.6926e-02	 -3.0744e-03	  1.8396e+06	
           1	  1.8432e+06	         512	     6.75218	    -2.94351	   0.0210605	 1.42405e-10	 1.27818e-08	  6.2883e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1690e-04	  7.6408e-02	  6.8184e-06	  2.5021e-02	  3.1507e-03	  3.1507e-03	     -0.3312	      0.0000	      7.8919	     -0.6370	      1.4457	      0.0000	      0.3349	  1.0154e-01	  1.5429e-03	  1.0000e+00	 -2.1347e-06	  1.0004e-01	  3.8612e-05	  9.9961e-02	 -3.8630e-05	  9.6926e-02	 -3.0744e-03	  1.8432e+06	
           1	  1.8468e+06	         513	     6.75219	    -2.94347	   0.0210604	 1.39416e-10	 1.25136e-08	  6.2881e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1703e-04	  7.6408e-02	  6.8107e-06	  2.5021e-02	  3.1507e-03	  3.1507e-03	     -0.2759	      0.0000	      7.8916	     -0.6365	      1.4981	      0.0000	      0.3354	  1.0154e-01	  1.5431e-03	  1.0000e+00	 -2.1384e-06	  1.0004e-01	  3.8658e-05	  9.9961e-02	 -3.8677e-05	  9.6926e-02	 -3.0743e-03	  1.8468e+06	
           1	  1.8504e+06	         514	      6.7522	    -2.94344	   0.0210603	 1.39245e-10	 1.24983e-08	  6.2880e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1712e-04	  7.6408e-02	  6.8053e-06	  2.5020e-02	  3.1507e-03	  3.1507e-03	     -0.3181	      0.0000	      7.8913	     -0.6360	      1.4536	      0.0000	      0.3357	  1.0154e-01	  1.5432e-03	  1.0000e+00	 -2.1420e-06	  1.0004e-01	  3.8698e-05	  9.9961e-02	 -3.8716e-05	  9.6926e-02	 -3.0742e-03	  1.8504e+06	
           1	   1.854e+06	         515	     6.75222	    -2.94336	   0.0210602	 1.40697e-10	 1.26286e-08	  6.2877e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1733e-04	  7.6408e-02	  6.7926e-06	  2.5020e-02	  3.1507e-03	  3.1507e-03	     -0.2898	      0.0000	      7.8907	     -0.6353	      1.4772	      0.0000	      0.3365	  1.0154e-01	  1.5435e-03	  1.0000e+00	 -2.1456e-06	  1.0004e-01	  3.8762e-05	  9.9961e-02	 -3.8781e-05	  9.6926e-02	 -3.0741e-03	  1.8540e+06	
           1	  1.8576e+06	         516	     6.75226	    -2.94326	     0.02106	 1.39462e-10	 1.25177e-08	  6.2873e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1761e-04	  7.6408e-02	  6.7756e-06	  2.5020e-02	  3.1507e-03	  3.1507e-03	     -0.3227	      0.0000	      7.8898	     -0.6343	      1.4377	      0.0000	      0.3376	  1.0154e-01	  1.5439e-03	  1.0000e+00	 -2.1491e-06	  1.0004e-01	  3.8853e-05	  9.9961e-02	 -3.8871e-05	  9.6926e-02	 -3.0739e-03	  1.8576e+06	
           1	  1.8612e+06	         517	     6.75223	     -2.9434	   0.0210601	 1.39447e-10	 1.25164e-08	  6.2877e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1726e-04	  7.6408e-02	  6.7967e-06	  2.5020e-02	  3.1507e-03	  3.1507e-03	     -0.3278	      0.0000	      7.8909	     -0.6351	      1.4403	      0.0000	      0.3363	  1.0154e-01	  1.5435e-03	  1.0000e+00	 -2.1532e-06	  1.0004e-01	  3.8773e-05	  9.9961e-02	 -3.8791e-05	  9.6926e-02	 -3.0740e-03	  1.8612e+06	
           1	  1.8648e+06	         518	     6.75225	    -2.94329	   0.0210599	 1.41596e-10	 1.27093e-08	  6.2874e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1754e-04	  7.6408e-02	  6.7795e-06	  2.5019e-02	  3.1507e-03	  3.1507e-03	     -0.2890	      0.0000	      7.8900	     -0.6342	      1.4726	      0.0000	      0.3374	  1.0154e-01	  1.5438e-03	  1.0000e+00	 -2.1568e-06	  1.0004e-01	  3.8856e-05	  9.9961e-02	 -3.8875e-05	  9.6926e-02	 -3.0738e-03	  1.8648e+06	
           1	  1.8684e+06	         519	     6.75225	    -2.94333	     0.02106	 1.40485e-10	 1.26096e-08	  6.2875e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1745e-04	  7.6408e-02	  6.7851e-06	  2.5020e-02	  3.1507e-03	  3.1507e-03	     -0.3228	      0.0000	      7.8903	     -0.6343	      1.4407	      0.0000	      0.3370	  1.0154e-01	  1.5437e-03	  1.0000e+00	 -2.1607e-06	  1.0004e-01	  3.8841e-05	  9.9961e-02	 -3.8859e-05	  9.6926e-02	 -3.0738e-03	  1.8684e+06	
           1	   1.872e+06	         520	     6.75228	    -2.94324	   0.0210597	 1.40028e-10	 1.25685e-08	  6.2871e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1770e-04	  7.6408e-02	  6.7699e-06	  2.5019e-02	  3.1507e-03	  3.1507e-03	     -0.3103	      0.0000	      7.8895	     -0.6334	      1.4473	      0.0000	      0.3379	  1.0154e-01	  1.5441e-03	  1.0000e+00	 -2.1640e-06	  1.0004e-01	  3.8930e-05	  9.9961e-02	 -3.8948e-05	  9.6926e-02	 -3.0736e-03	  1.8720e+06	
           1	  1.8756e+06	         521	      6.7523	    -2.94318	   0.0210596	 1.41144e-10	 1.26687e-08	  6.2869e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1788e-04	  7.6408e-02	  6.7590e-06	  2.5019e-02	  3.1507e-03	  3.1507e-03	     -0.3222	     -0.0000	      7.8890	     -0.6327	      1.4312	      0.0000	      0.3386	  1.0154e-01	  1.5443e-03	  1.0000e+00	 -2.1677e-06	  1.0004e-01	  3.8988e-05	  9.9961e-02	 -3.9005e-05	  9.6926e-02	 -3.0735e-03	  1.8756e+06	
           1	  1.8792e+06	         522	      6.7523	    -2.94318	   0.0210596	 1.40939e-10	 1.26503e-08	  6.2869e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1788e-04	  7.6408e-02	  6.7589e-06	  2.5019e-02	  3.1507e-03	  3.1507e-03	     -0.3222	     -0.0000	      7.8890	     -0.6326	      1.4311	      0.0000	      0.3386	  1.0154e-01	  1.5443e-03	  1.0000e+00	 -2.1716e-06	  1.0004e-01	  3.8994e-05	  9.9961e-02	 -3.9011e-05	  9.6926e-02	 -3.0735e-03	  1.8792e+06	
           1	  1.8828e+06	         523	     6.75235	    -2.94302	   0.0210593	  1.4111e-10	 1.26657e-08	  6.2862e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1835e-04	  7.6408e-02	  6.7311e-06	  2.5018e-02	  3.1508e-03	  3.1508e-03	     -0.2900	      0.0000	      7.8876	     -0.6310	      1.4526	      0.0000	      0.3404	  1.0154e-01	  1.5450e-03	  1.0000e+00	 -2.1746e-06	  1.0004e-01	  3.9143e-05	  9.9961e-02	 -3.9161e-05	  9.6927e-02	 -3.0733e-03	  1.8828e+06	
